Date,Heure,SoleilTerre,VentTerre,SoleilJeju,VentJeju
2021-01-05,18,525.310428,610.240508,2.943344,192.103672
2021-01-05,19,508.095862,543.664191,4.682392,168.768836
2021-01-05,20,406.246664,542.069213,3.174848,145.265367
2021-01-05,21,279.965423,564.524822,0.508092,141.74303
2021-01-05,22,158.236313,519.128032,0.025464,119.168886
2021-01-05,23,61.446217,458.6446,0.038896,109.685693
2021-01-05,0,14.366569,411.360311,0.000408,105.629327
2021-01-06,1,5.483882,378.926325,0.00048,89.388456
2021-01-06,2,2.441707,386.238708,0.000264,100.633089
2021-01-06,3,1.144573,477.820914,0.000136,123.532921
2021-01-06,4,0.696592,535.87728,0.000112,121.023755
2021-01-06,5,0.157349,554.917123,0.021728,122.003499
2021-01-06,6,0.142633,546.501364,0.001856,117.558132
2021-01-06,7,0.041596,532.208961,0.000224,87.509163
2021-01-06,8,2.108074,528.92583,0.124247,75.581176
2021-01-06,9,314.357436,485.175874,3.884401,67.963178
2021-01-06,10,909.156985,561.330368,21.043137,64.196316
2021-01-06,11,1140.371856,648.274586,26.12685,58.879029
2021-01-06,12,1407.968744,618.228871,49.088061,54.744857
2021-01-06,13,1565.966971,583.986349,66.782652,81.001247
2021-01-06,14,1656.640446,482.376577,109.701167,89.65762
2021-01-06,15,1536.686371,376.058732,106.349329,104.475166
2021-01-06,16,996.11134,301.451778,53.420431,115.594424
2021-01-06,17,502.905931,221.311468,15.806752,131.711365
2021-01-06,18,504.316444,225.685133,2.846109,131.640472
2021-01-06,19,656.545528,254.652487,5.478399,120.035194
2021-01-06,20,653.021069,237.0422,3.221591,119.189452
2021-01-06,21,489.888299,391.72766,1.06168,100.187981
2021-01-06,22,280.42855,577.7305,0.120176,86.637156
2021-01-06,23,114.82405,611.020159,0.080604,103.91806
2021-01-06,0,30.407499,641.863253,0.00052,135.089128
2021-01-07,1,9.159647,720.578238,0.000544,177.790666
2021-01-07,2,3.787715,838.675509,0.000464,172.642675
2021-01-07,3,2.703691,903.043402,0.000496,162.05369
2021-01-07,4,0.94176,890.718798,0.000488,148.7643
2021-01-07,5,0.842299,832.758225,0.02652,144.964261
2021-01-07,6,0.723401,755.116054,0.0426,139.212384
2021-01-07,7,0.12028,691.765414,0.000288,128.05658
2021-01-07,8,1.442256,671.080506,0.077656,134.096068
2021-01-07,9,210.498987,645.787955,5.370501,136.17923
2021-01-07,10,479.810983,702.609038,15.071115,149.932186
2021-01-07,11,619.547106,708.422505,13.511439,147.58699
2021-01-07,12,824.526862,705.466015,20.422604,146.095611
2021-01-07,13,919.573514,574.02401,25.331515,163.173409
2021-01-07,14,928.667907,526.396468,24.752758,176.684333
2021-01-07,15,877.340989,493.831404,17.029142,177.565178
2021-01-07,16,627.542949,521.021218,11.944703,174.283169
2021-01-07,17,295.026483,548.758542,3.96137,150.840433
2021-01-07,18,271.35115,549.548798,1.544456,141.257199
2021-01-07,19,228.299299,487.298561,3.099414,145.127001
2021-01-07,20,241.98353,454.117286,1.584092,150.887965
2021-01-07,21,197.525019,434.160021,0.049196,131.098247
2021-01-07,22,120.757099,428.674197,0.0186,97.717013
2021-01-07,23,55.944218,413.340446,0.004528,100.97741
2021-01-07,0,16.687516,400.278673,0.000384,116.199184
2021-01-08,1,7.113808,390.735571,0.000416,105.439296
2021-01-08,2,1.174933,395.763876,0.000328,120.144361
2021-01-08,3,0.785885,399.472086,0.000392,153.180986
2021-01-08,4,0.682521,398.410567,0.000384,151.522745
2021-01-08,5,0.662146,437.116216,0.012192,141.708102
2021-01-08,6,0.610292,417.895231,0.000368,154.993915
2021-01-08,7,0.056064,437.654763,0.000384,139.747235
2021-01-08,8,2.04031,445.017804,0.028253,145.132023
2021-01-08,9,195.751651,421.464197,1.382756,136.060222
2021-01-08,10,624.202645,477.037932,4.593442,138.751367
2021-01-08,11,770.221305,470.424329,9.673253,127.364188
2021-01-08,12,966.947551,438.445013,11.773228,109.686488
2021-01-08,13,1062.92411,423.847218,19.325356,112.978368
2021-01-08,14,1117.720562,421.993747,16.520974,123.870073
2021-01-08,15,1029.087289,455.194588,11.143878,130.272528
2021-01-08,16,709.882291,489.373602,4.981748,144.871326
2021-01-08,17,286.924316,503.494746,1.71249,137.189841
2021-01-08,18,183.193892,505.572228,1.039839,144.607399
2021-01-08,19,209.3675,508.302685,2.949796,153.848769
2021-01-08,20,271.900211,519.542206,0.59622,178.712804
2021-01-08,21,233.808745,489.624599,0.000264,187.556166
2021-01-08,22,148.064227,462.777371,0.00028,173.066739
2021-01-08,23,62.875887,462.555771,0.032176,165.92518
2021-01-08,0,16.707731,492.871798,0.000256,140.866637
2021-01-09,1,5.144585,503.974941,0.000304,118.133172
2021-01-09,2,1.517754,444.426581,0.000296,117.192174
2021-01-09,3,1.177847,428.783396,0.000304,112.82973
2021-01-09,4,0.713752,445.872848,0.000264,86.075381
2021-01-09,5,0.669753,446.246425,0.005384,86.22612
2021-01-09,6,0.53308,446.097427,0.000272,110.450344
2021-01-09,7,0.03094,465.284523,0.000256,114.769532
2021-01-09,8,2.132062,486.069925,0.028804,120.476821
2021-01-09,9,193.492609,490.490372,0.643374,101.091479
2021-01-09,10,641.514293,583.271544,1.882709,117.210876
2021-01-09,11,808.313353,551.318835,6.349662,127.727887
2021-01-09,12,1002.44316,493.283683,15.398902,121.525396
2021-01-09,13,1100.763135,451.984125,19.584933,140.07066
2021-01-09,14,1128.392821,433.975281,23.270755,176.099266
2021-01-09,15,1045.544767,462.006159,28.08752,160.982421
2021-01-09,16,737.131727,511.974029,19.035424,163.064297
2021-01-09,17,317.386691,585.594504,7.720261,157.387698
2021-01-09,18,254.727841,550.220532,1.253085,152.271304
2021-01-09,19,307.574586,560.23363,2.720218,171.358413
2021-01-09,20,369.606021,564.634206,0.506564,174.472112
2021-01-09,21,288.695977,529.798523,0.011808,173.541457
2021-01-09,22,172.425572,473.895047,0.009936,146.421634
2021-01-09,23,71.788935,458.05232,0.029992,101.685825
2021-01-09,0,18.569509,414.458414,0.010848,72.934364
2021-01-10,1,6.77094,417.123188,0.005136,58.774738
2021-01-10,2,2.392987,413.728685,0.000288,52.303028
2021-01-10,3,1.964107,347.11187,0.00036,53.319748
2021-01-10,4,0.811872,378.223419,0.000304,60.540428
2021-01-10,5,0.689192,414.997466,0.00032,50.47101
2021-01-10,6,0.547784,396.271237,0.000304,43.835883
2021-01-10,7,0.029528,411.4368,0.000328,29.04096
2021-01-10,8,2.130429,411.674714,0.029118,21.428338
2021-01-10,9,152.751961,393.937166,1.422935,31.484901
2021-01-10,10,671.58723,421.734557,15.020648,31.065788
2021-01-10,11,881.35003,454.027863,26.699351,21.782761
2021-01-10,12,1060.628971,426.855549,40.238242,26.900701
2021-01-10,13,1146.850221,396.866905,36.834329,45.09939
2021-01-10,14,1152.340913,389.976365,24.473185,71.521829
2021-01-10,15,1000.536572,411.910648,20.142859,99.164536
2021-01-10,16,647.389517,384.420652,16.606527,107.215844
2021-01-10,17,348.435832,367.792368,8.998896,105.358383
2021-01-10,18,403.385682,375.773557,1.499649,109.91866
2021-01-10,19,395.026622,324.115402,2.33483,126.796661
2021-01-10,20,385.564305,327.6375,0.317068,130.975479
2021-01-10,21,285.437136,335.693499,0.025892,103.18722
2021-01-10,22,178.047679,337.338995,0.000256,84.957821
2021-01-10,23,72.035044,303.653108,0.000232,59.681101
2021-01-10,0,16.691076,244.358503,0.000264,51.942799
2021-01-11,1,5.787078,293.880605,0.00028,29.723573
2021-01-11,2,2.499497,332.01981,0.000256,21.105114
2021-01-11,3,1.370374,342.476393,0.000272,16.76953
2021-01-11,4,0.738227,294.397732,0.00028,18.213793
2021-01-11,5,0.673521,150.883606,0.000272,20.918869
2021-01-11,6,0.539988,125.928408,0.000256,38.75643
2021-01-11,7,0.028156,114.79517,0.000272,21.18822
2021-01-11,8,1.016263,110.15863,0.060916,5.289517
2021-01-11,9,257.427337,53.554415,4.42971,2.964396
2021-01-11,10,493.341956,75.695954,11.545544,25.435718
2021-01-11,11,422.412138,73.399178,27.154682,22.520513
2021-01-11,12,474.393421,71.753476,50.352622,9.89139
2021-01-11,13,495.686247,47.282363,41.430652,10.370011
2021-01-11,14,465.621739,54.913684,23.073181,26.08834
2021-01-11,15,390.331541,56.402599,32.081898,22.504467
2021-01-11,16,269.28054,68.748066,45.764964,14.362493
2021-01-11,17,229.91335,115.879251,18.409907,7.022808
2021-01-11,18,394.845418,236.595297,2.81201,8.060159
2021-01-11,19,273.311921,248.414491,1.323168,37.810637
2021-01-11,20,201.679697,240.536468,1.0889,34.298224
2021-01-11,21,69.467164,302.864464,0.841252,34.211052
2021-01-11,22,12.999723,360.853106,2.16472,37.728322
2021-01-11,23,2.794983,393.881138,0.36628,51.170437
2021-01-11,0,0.635495,429.591333,0.001472,77.524715
2021-01-12,1,1.268558,468.585816,0.032208,106.101374
2021-01-12,2,0.784489,501.904396,0.000312,146.733536
2021-01-12,3,0.598084,519.302567,0.000328,152.138996
2021-01-12,4,0.32968,467.668597,0.000344,133.171393
2021-01-12,5,0.01466,475.821976,0.01384,147.528753
2021-01-12,6,0.15956,453.608664,0.000368,149.947044
2021-01-12,7,0.02352,370.969381,0.000304,118.890105
2021-01-12,8,2.585163,338.801564,0.16816,102.730699
2021-01-12,9,290.629502,293.425116,5.436192,71.312842
2021-01-12,10,775.425007,317.251933,32.047263,34.572329
2021-01-12,11,903.708259,308.145617,57.371128,26.542702
2021-01-12,12,1216.443011,341.371687,108.987317,22.027883
2021-01-12,13,1327.745613,388.642956,110.885662,13.815922
2021-01-12,14,1181.025323,408.187337,74.57489,27.594762
2021-01-12,15,871.642455,449.897305,55.932078,30.115483
2021-01-12,16,539.088194,473.512323,35.405313,47.286452
2021-01-12,17,332.649889,419.921801,15.496374,36.944414
2021-01-12,18,546.402008,348.546257,3.105682,51.382134
2021-01-12,19,649.331682,395.067365,2.303628,74.494748
2021-01-12,20,612.231243,468.278343,4.158292,62.793584
2021-01-12,21,394.281242,484.430401,1.767928,59.406491
2021-01-12,22,219.851315,466.98056,0.270912,51.690469
2021-01-12,23,97.396154,491.123687,0.031064,44.853885
2021-01-12,0,25.655694,491.192791,0.000264,43.541723
2021-01-13,1,8.145349,442.741315,0.000304,48.093503
2021-01-13,2,4.701215,420.629682,0.000288,41.876426
2021-01-13,3,4.110735,436.158795,0.000376,39.16446
2021-01-13,4,1.325496,455.675754,0.000288,37.46253
2021-01-13,5,0.714588,461.412787,0.016528,45.373329
2021-01-13,6,1.766523,450.989582,0.041392,54.137104
2021-01-13,7,0.506256,485.859643,0.000336,48.744711
2021-01-13,8,1.973602,484.861331,0.396828,52.103252
2021-01-13,9,286.644503,480.765383,18.841642,65.271145
2021-01-13,10,778.567952,588.846149,79.481585,63.510896
2021-01-13,11,894.608168,582.584866,137.665813,60.252899
2021-01-13,12,1236.182819,582.602643,170.058755,71.727466
2021-01-13,13,1419.372003,648.803627,179.251609,96.226124
2021-01-13,14,1446.142282,646.847498,173.342319,92.722021
2021-01-13,15,1393.788366,635.235572,158.371467,98.592134
2021-01-13,16,1037.520985,675.44524,114.87671,107.247276
2021-01-13,17,537.641079,664.766843,47.331261,94.183576
2021-01-13,18,627.71946,653.700764,8.912179,74.74443
2021-01-13,19,780.271148,634.565347,6.185925,80.759266
2021-01-13,20,816.169137,621.559232,5.802419,83.045167
2021-01-13,21,595.235802,595.450458,6.187981,68.669303
2021-01-13,22,315.095297,573.675437,3.724424,51.785739
2021-01-13,23,128.091964,571.964836,0.807792,34.254887
2021-01-13,0,40.188327,590.071388,0.0626,33.460553
2021-01-14,1,24.71973,594.937634,0.134304,25.460583
2021-01-14,2,20.367286,599.95385,0.00996,29.780197
2021-01-14,3,7.563685,552.589563,0.004152,28.398551
2021-01-14,4,1.988413,452.964606,0.00032,28.433091
2021-01-14,5,1.051849,331.992156,0.026328,16.495281
2021-01-14,6,0.949902,250.281816,0.052336,23.574413
2021-01-14,7,0.275339,252.406081,0.003416,4.920054
2021-01-14,8,3.249641,221.721137,0.609935,1.373552
2021-01-14,9,383.943382,179.828467,23.571965,1.03412
2021-01-14,10,1091.089741,188.32799,82.24944,0.00414
2021-01-14,11,1166.316028,123.690449,133.897003,0.84432
2021-01-14,12,1446.965002,55.64246,171.094194,0.27426
2021-01-14,13,1565.180058,21.281683,186.433698,1.265127
2021-01-14,14,1590.019398,29.463779,186.716223,9.59974
2021-01-14,15,1604.231085,29.266777,166.280039,30.58314
2021-01-14,16,1264.392223,21.264504,119.722871,43.197893
2021-01-14,17,638.15899,36.217307,49.873096,42.583642
2021-01-14,18,672.542525,58.40113,11.76744,42.936237
2021-01-14,19,817.534098,91.36016,7.042064,52.593318
2021-01-14,20,830.548954,127.912816,7.107468,58.369868
2021-01-14,21,664.632148,179.487117,5.067692,70.870394
2021-01-14,22,333.712351,251.19858,1.899608,78.625929
2021-01-14,23,144.511541,299.127187,0.510192,84.664496
2021-01-14,0,47.472758,309.003831,0.081152,95.129862
2021-01-15,1,25.776556,254.600931,0.061688,106.57879
2021-01-15,2,19.917068,206.130647,0.010024,133.598474
2021-01-15,3,7.614703,250.526846,0.005256,115.356873
2021-01-15,4,1.843626,329.90352,0.00036,99.002094
2021-01-15,5,1.024749,372.413052,0.026336,109.299375
2021-01-15,6,0.690162,449.548868,0.052392,128.279901
2021-01-15,7,0.150088,499.429204,0.005392,104.58547
2021-01-15,8,2.652148,536.85565,0.481827,94.92528
2021-01-15,9,281.409185,556.32357,12.247376,112.117627
2021-01-15,10,728.200284,621.525302,43.935041,115.513025
2021-01-15,11,678.793973,665.211076,76.557945,117.588111
2021-01-15,12,734.204649,727.756406,109.913153,101.501186
2021-01-15,13,735.827528,753.53984,134.785128,114.379435
2021-01-15,14,642.749413,724.577415,142.404447,129.052951
2021-01-15,15,517.509701,740.030295,134.980015,108.607405
2021-01-15,16,342.236486,748.358113,100.383838,93.489388
2021-01-15,17,262.491604,711.843746,37.371132,82.341655
2021-01-15,18,513.887002,696.762867,8.67336,60.107157
2021-01-15,19,422.011524,716.558168,6.541038,77.06021
2021-01-15,20,315.334636,768.09765,7.642504,67.230021
2021-01-15,21,170.319218,822.72151,4.679953,56.437789
2021-01-15,22,61.391306,805.061154,1.14996,70.461211
2021-01-15,23,38.950256,823.153022,0.360216,135.533455
2021-01-15,0,22.201281,768.685737,0.061176,197.951493
2021-01-16,1,12.644609,787.00642,0.052888,181.609808
2021-01-16,2,2.992256,871.879998,0.009832,169.139697
2021-01-16,3,1.43547,868.647225,0.002184,196.280113
2021-01-16,4,0.756875,861.78802,0.000248,218.762723
2021-01-16,5,0.642,813.82791,0.026304,212.88456
2021-01-16,6,0.614092,658.977519,0.021392,238.115542
2021-01-16,7,0.151192,578.804312,0.000368,210.865836
2021-01-16,8,2.104269,559.833588,0.508746,196.566953
2021-01-16,9,268.716934,548.318741,18.853659,192.991145
2021-01-16,10,714.892981,584.916879,58.743452,193.678883
2021-01-16,11,909.565052,596.894749,92.363254,187.672718
2021-01-16,12,1305.028905,593.447946,93.338586,189.618544
2021-01-16,13,1488.091775,602.300509,137.132805,185.860853
2021-01-16,14,1457.960307,587.168212,155.924036,170.364256
2021-01-16,15,1301.298604,604.871827,90.755901,195.960656
2021-01-16,16,921.152297,647.649195,47.480052,194.765792
2021-01-16,17,509.850437,640.075751,20.319533,185.128136
2021-01-16,18,662.134028,666.335256,8.161123,185.886269
2021-01-16,19,717.2518,726.690623,6.019473,206.201199
2021-01-16,20,654.857125,763.374154,5.529488,207.090357
2021-01-16,21,426.331593,758.383312,2.321708,187.576803
2021-01-16,22,240.297944,766.773641,0.935904,177.338374
2021-01-16,23,114.728556,723.204474,0.125796,165.423828
2021-01-16,0,41.64489,731.445093,0.020584,164.672814
2021-01-17,1,21.891327,774.067959,0.05284,153.359794
2021-01-17,2,3.753133,792.744795,0.008008,173.53547
2021-01-17,3,2.595837,788.988893,0.000312,180.617977
2021-01-17,4,0.82946,801.42649,0.000376,170.062495
2021-01-17,5,0.764945,724.28366,0.026512,159.635402
2021-01-17,6,0.822924,631.543687,0.043464,160.045517
2021-01-17,7,0.231372,632.184074,0.000344,146.489273
2021-01-17,8,1.625192,618.445297,0.030573,138.80505
2021-01-17,9,230.229538,563.97651,3.994898,136.628895
2021-01-17,10,1047.965781,563.255387,13.07193,138.343886
2021-01-17,11,1320.310025,579.096368,28.964298,155.276046
2021-01-17,12,1651.498955,582.140337,44.772383,156.074892
2021-01-17,13,1816.240344,568.475267,71.547657,151.042934
2021-01-17,14,1904.848223,553.585033,75.041741,143.084549
2021-01-17,15,1867.555184,507.854157,60.693227,133.452579
2021-01-17,16,1340.043455,510.934915,42.259156,119.525881
2021-01-17,17,689.136239,517.354335,18.482795,111.559641
2021-01-17,18,640.843058,422.500557,5.887865,99.533664
2021-01-17,19,763.571366,366.737085,4.079534,101.017563
2021-01-17,20,769.477637,325.188837,2.772912,83.752427
2021-01-17,21,615.758549,349.926065,1.401816,61.954183
2021-01-17,22,327.392943,339.390541,0.376144,32.001202
2021-01-17,23,146.766362,306.958273,0.031432,16.317649
2021-01-17,0,48.985373,320.660328,0.009128,6.771027
2021-01-18,1,26.479718,372.432412,0.010072,8.605015
2021-01-18,2,12.00773,366.841062,0.007176,16.180429
2021-01-18,3,3.121606,398.498857,0.000464,19.511437
2021-01-18,4,1.776957,413.37654,0.000464,36.506391
2021-01-18,5,0.818955,457.138809,0.026272,58.172803
2021-01-18,6,1.146922,491.944644,0.004456,82.942033
2021-01-18,7,0.252263,497.781523,0.000272,75.968042
2021-01-18,8,1.278412,515.680412,0.069537,72.277108
2021-01-18,9,184.56271,508.712949,7.680542,80.119008
2021-01-18,10,279.587238,594.333877,32.679094,102.535531
2021-01-18,11,341.610205,608.277786,72.924849,111.775123
2021-01-18,12,550.63853,636.044372,89.886447,108.589403
2021-01-18,13,685.813071,733.616832,117.616334,132.085631
2021-01-18,14,686.400159,824.133088,139.776663,124.891185
2021-01-18,15,546.129348,864.681304,117.516572,124.690503
2021-01-18,16,460.827024,855.167909,74.840551,153.023476
2021-01-18,17,450.274288,941.738003,27.273418,152.245399
2021-01-18,18,577.148347,957.662919,8.182147,147.301389
2021-01-18,19,537.76686,978.46239,5.768629,156.180996
2021-01-18,20,419.081669,964.356455,6.398775,175.108921
2021-01-18,21,245.696647,955.663104,3.418071,168.786594
2021-01-18,22,86.502976,932.328409,0.845526,172.500396
2021-01-18,23,32.830029,836.302094,0.138572,177.517532
2021-01-18,0,19.430904,796.732327,0.026168,169.150339
2021-01-19,1,17.544504,656.943724,0.008912,149.761451
2021-01-19,2,15.863513,586.741484,0.008904,127.014317
2021-01-19,3,2.163821,507.897974,0.007976,101.475608
2021-01-19,4,0.625166,422.262224,0.000296,94.895883
2021-01-19,5,0.229936,380.79714,0.026376,88.052278
2021-01-19,6,0.025936,267.273358,0.032248,109.684583
2021-01-19,7,0.082232,181.160815,0.000384,95.086063
2021-01-19,8,4.339909,125.007239,0.802506,101.596416
2021-01-19,9,420.036659,82.863849,30.296992,137.949419
2021-01-19,10,1257.503496,108.351991,107.926972,132.13363
2021-01-19,11,1251.351346,85.075264,164.538984,118.286379
2021-01-19,12,1554.505014,59.541867,202.52626,96.753043
2021-01-19,13,1740.009094,69.079369,217.970243,96.939529
2021-01-19,14,1940.13794,89.797727,216.736178,71.624837
2021-01-19,15,2231.805647,105.530721,195.476456,71.405337
2021-01-19,16,1727.131113,82.996732,145.396004,59.423486
2021-01-19,17,865.283683,78.010027,67.422762,43.001587
2021-01-19,18,694.314357,60.948746,9.452085,30.246105
2021-01-19,19,800.523534,56.537682,6.34143,38.789969
2021-01-19,20,810.664087,60.781209,7.724784,34.002499
2021-01-19,21,645.744947,79.981002,6.57361,23.050941
2021-01-19,22,348.869076,100.082949,4.197128,7.94246
2021-01-19,23,131.763943,145.109097,0.979212,3.084452
2021-01-19,0,39.711083,164.262411,0.12316,1.3551
2021-01-20,1,12.913629,128.866613,0.015032,1.20996
2021-01-20,2,4.913506,157.482924,0.008936,1.495367
2021-01-20,3,2.971402,182.666233,0.005096,2.918318
2021-01-20,4,1.540489,210.149373,0.00036,4.500025
2021-01-20,5,0.79226,236.690336,0.026256,1.95534
2021-01-20,6,0.907107,253.316685,0.052392,0.372663
2021-01-20,7,0.213607,252.918057,0.052368,1.815046
2021-01-20,8,5.067643,252.016883,0.488886,5.423692
2021-01-20,9,449.652849,234.200907,23.447768,12.995668
2021-01-20,10,1338.741038,206.149569,102.154001,6.619337
2021-01-20,11,1323.826349,162.224432,153.612462,18.828203
2021-01-20,12,1586.338093,129.02703,173.970634,17.01882
2021-01-20,13,1730.710939,96.799137,168.254716,24.886433
2021-01-20,14,1850.589147,78.645795,130.129773,19.347757
2021-01-20,15,2012.366773,81.97482,92.37799,16.808935
2021-01-20,16,1514.371239,115.51456,49.467243,23.220809
2021-01-20,17,767.778954,164.689081,22.271147,12.277187
2021-01-20,18,690.887397,215.835934,4.327,10.231943
2021-01-20,19,841.76822,272.549312,6.072461,24.489234
2021-01-20,20,843.992883,304.701389,7.21628,28.404918
2021-01-20,21,680.756291,359.230677,5.297171,30.450136
